,shot,uut,chan,rms,min,max,std,first_edge,last_edge,total_edges,jog_samples,run_samples,sprint_samples
8571,36,acq2106_224,28,0.4336196209670248,0.43298048878568807,0.4342697248830518,0.00014525138840004473,,,0,0,100000,0
8572,36,acq2106_224,29,0.3923277269069063,0.391740170038247,0.39302617662906414,0.00014488726640112337,,,0,0,100000,0
8573,36,acq2106_224,30,0.42078669329386303,0.420185021153884,0.4214715024281759,0.0001585618715719923,,,0,0,100000,0
8574,36,acq2106_224,31,0.4033042966575885,0.4026829399772396,0.40396912453797995,0.0001535094864331235,,,0,0,100000,0
8575,36,acq2106_224,32,0.45772963145202517,0.4569640522240661,0.4583826993475668,0.0001570505609189422,,,0,0,100000,0
8576,36,acq2106_224,33,0.4346797504617391,0.43405075705231866,0.43534554135840153,0.00015414666085431525,,,0,0,100000,0
8577,36,acq2106_224,34,0.4140165055201793,0.4134802104017581,0.4146457698298036,0.0001478678730431438,,,0,0,100000,0
8578,36,acq2106_224,35,0.4193830430907205,0.41870042248410755,0.42012347396303085,0.00014625885587356903,,,0,0,100000,0
8579,36,acq2106_224,36,0.408828188649169,0.40813041304863873,0.4094254678748257,0.00014201582111941321,,,0,0,100000,0
8580,36,acq2106_224,37,0.40723154970639514,0.4066170225814858,0.4077796120654966,0.00014620031258972413,,,0,0,100000,0
8581,36,acq2106_224,38,0.4663232975920261,0.4656612681901606,0.4669521486539452,0.00015144476120059313,,,0,0,100000,0
8582,36,acq2106_224,39,0.3725669063610884,0.37193778532673605,0.37323146776179783,0.0001473535618717377,,,0,0,100000,0
8583,36,acq2106_224,40,0.4706020185882136,0.46991126584543963,0.4712055735762988,0.0001564558830380632,,,0,0,100000,0
8584,36,acq2106_224,41,0.4304593787486329,0.42973351895125234,0.43115475522427005,0.00015155786825510483,,,0,0,100000,0
8585,36,acq2106_224,42,0.3872230001758279,0.3866723556602665,0.38783371785029885,0.00014518147513910154,,,0,0,100000,0
8586,36,acq2106_224,43,0.42561770704475105,0.42504376862416393,0.42620363241803716,0.0001456694837612952,,,0,0,100000,0
8587,36,acq2106_224,44,0.4031135248670564,0.4024769192401436,0.4036387136220583,0.00014537408780539903,,,0,0,100000,0
8588,36,acq2106_224,45,0.3846341716301496,0.3839725250072661,0.3852614675924997,0.0001481383131404021,,,0,0,100000,0
8589,36,acq2106_224,46,0.3968579918314011,0.3962751650942664,0.39743504198486335,0.00014710003905992502,,,0,0,100000,0
8590,36,acq2106_224,47,0.4668234430656422,0.4661870794770948,0.46747661272456753,0.00015385639827261837,,,0,0,100000,0
8591,36,acq2106_224,48,0.4122547842072216,0.41167872419100604,0.4129718407020846,0.00014931995189648774,,,0,0,100000,0
8592,36,acq2106_225,1,0.9918495631711334,-1.012026686919853,1.0110170515836217,0.991849053339374,9953,99954,9,0,100000,0
8593,36,acq2106_225,2,0.38450434257650157,0.36832537727605086,0.4005400616006227,0.0010641044098356595,,,0,0,100000,0
8594,36,acq2106_225,3,0.3948661978753084,0.39166485113673843,0.3982189517118968,0.00023438688727222225,,,0,0,100000,0
8595,36,acq2106_225,4,0.4360177775455908,0.4344300502270926,0.43752076700911857,0.0001545630487446881,,,0,0,100000,0
8596,36,acq2106_225,5,0.4516113886107114,0.4507824574393453,0.4524539355188608,0.00014517489171897124,,,0,0,100000,0
8597,36,acq2106_225,6,0.4078108880062437,0.407131678017322,0.40841624833410606,0.00014067667847055492,,,0,0,100000,0
8598,36,acq2106_225,7,0.43954635525613533,0.43878071280778386,0.44006770732812583,0.0001399448270058985,,,0,0,100000,0
8599,36,acq2106_225,8,0.458587038081665,0.4578738994896412,0.4592918341368204,0.00015745858101713365,,,0,0,100000,0
8600,36,acq2106_225,9,0.4635684750154609,0.4629346432557213,0.4642321551727946,0.00015446193281609913,,,0,0,100000,0
8601,36,acq2106_225,10,0.41939014697260074,0.4188367463211762,0.420004472733126,0.00015346844475315707,,,0,0,100000,0
8602,36,acq2106_225,11,0.39670294237545184,0.3960180028952891,0.3973139097361127,0.0001526989839124351,,,0,0,100000,0
8603,36,acq2106_225,12,0.41455749002937553,0.41397775102814194,0.4151444056042237,0.0001461148689916154,,,0,0,100000,0
8604,36,acq2106_225,13,0.4681570718467995,0.46743544057608233,0.46872904574047425,0.00015200248055818107,,,0,0,100000,0
8605,36,acq2106_225,14,0.38576050765972086,0.3850647292601934,0.38635703522959375,0.0001503420639462224,,,0,0,100000,0
8606,36,acq2106_225,15,0.4277732680874781,0.42718556956242537,0.4284802805268555,0.0001545636675239072,,,0,0,100000,0
8607,36,acq2106_225,16,0.4188861775774185,0.4183325391859398,0.41950093431660207,0.00015696956389032397,,,0,0,100000,0
8608,36,acq2106_225,17,0.4214652431783717,0.42078396684883046,0.42207304491239483,0.00014702299292177246,,,0,0,100000,0
8609,36,acq2106_225,18,0.446985053496178,0.4463010105864669,0.4475905185136071,0.0001486549212695476,,,0,0,100000,0
8610,36,acq2106_225,19,0.42191392381781423,0.4213302918760746,0.4224899995570013,0.00014755673810528479,,,0,0,100000,0
8611,36,acq2106_225,20,0.38336703059707716,0.3826917385486013,0.3839819991007971,0.00014239998017774122,,,0,0,100000,0
8612,36,acq2106_225,21,0.39373974646409204,0.39315843610529555,0.3943171338978573,0.00014775854568783778,,,0,0,100000,0
8613,36,acq2106_225,22,0.41405879066114604,0.41332282118310104,0.4147364390337316,0.0001535168806425686,,,0,0,100000,0
8614,36,acq2106_225,23,0.4340475918863163,0.433352638836368,0.4347681415238185,0.00015435980043484483,,,0,0,100000,0
8615,36,acq2106_225,24,0.40843552195427,0.40784258648272953,0.4090034644868865,0.0001529540410528338,,,0,0,100000,0
8616,36,acq2106_225,25,0.44196083286210935,0.4413036276419007,0.4425969266339962,0.0001544202469130924,,,0,0,100000,0
8617,36,acq2106_225,26,0.41481584353139084,0.4141881104769709,0.4154825055193214,0.00014836871057108525,,,0,0,100000,0
8618,36,acq2106_225,27,0.44257357119597274,0.44196310257029836,0.4432546838543203,0.00014782793747643408,,,0,0,100000,0
8619,36,acq2106_225,28,0.40335958143799944,0.4027635833299428,0.40392587997121154,0.00014297498401692564,,,0,0,100000,0
8620,36,acq2106_225,29,0.43591048975800434,0.4353405283363827,0.43663113464208436,0.00015731456864711348,,,0,0,100000,0
